frame,timestamp,skipped,person_id,detection_confidence,bbox_x,bbox_y,bbox_width,bbox_height,posture_label,posture_points,posture_confidence,gaze_label,gaze_points,gaze_confidence,hand_movement_label,hand_movement_points,hand_movement_confidence,facial_expression_label,facial_expression_points,facial_expression_confidence,total_points
frame_00027_person.png,8.559,False,0,0.632,758,216,609,864,"Upright, Centered",25,0.492,Eye Contact (Camera) 50-80%,20,0.542,"Used gestures (e.g., open_palm)",25,0.735,"Engaged (e.g., smile, neutral)",20,0.834,90
frame_00028_person.png,8.876,False,0,0.643,755,217,606,863,Leaning (Left/Right),15,0.447,Eye Contact (Camera) 50-80%,20,0.446,"Used gestures (e.g., open_palm)",25,0.628,"Engaged (e.g., smile, neutral)",20,0.843,80
frame_00029_person.png,9.193,False,0,0.653,748,217,607,863,"Upright, Centered",25,0.505,Eye Contact (Camera) 50-80%,20,0.517,"Used gestures (e.g., open_palm)",25,0.574,"Engaged (e.g., smile, neutral)",20,0.774,90
frame_00030_person.png,9.51,False,0,0.663,744,210,609,870,"Upright, Centered",25,0.497,Looking Down (Notes) > 20%,5,0.513,"Used gestures (e.g., open_palm)",25,0.58,"Engaged (e.g., smile, neutral)",20,0.79,75
frame_00031_person.png,9.826,False,0,0.672,743,205,608,875,Leaning (Left/Right),15,0.431,Looking Down (Notes) > 20%,5,0.509,"Used gestures (e.g., open_palm)",25,0.543,"Engaged (e.g., smile, neutral)",20,0.699,65
frame_00032_person.png,10.143,False,0,0.681,742,205,608,875,Leaning (Left/Right),15,0.458,Looking Down (Notes) > 20%,5,0.55,"Used gestures (e.g., open_palm)",25,0.514,"Engaged (e.g., smile, neutral)",20,0.782,65
frame_00033_person.png,10.46,False,0,0.69,743,207,606,873,"Upright, Centered",25,0.506,Looking Down (Notes) > 20%,5,0.421,"Used gestures (e.g., open_palm)",25,0.572,"Engaged (e.g., smile, neutral)",20,0.877,75
frame_00034_person.png,10.777,False,0,0.698,743,207,631,873,"Upright, Centered",25,0.58,Looking Down (Notes) > 20%,5,0.494,"Used gestures (e.g., open_palm)",25,0.777,"Engaged (e.g., smile, neutral)",20,0.948,75
frame_00035_person.png,11.094,False,0,0.704,742,207,702,873,Leaning (Left/Right),15,0.542,Eye Contact (Camera) 50-80%,20,0.521,"Used gestures (e.g., open_palm)",25,0.979,"Engaged (e.g., smile, neutral)",20,0.705,80
frame_00036_person.png,11.411,False,0,0.709,742,215,727,865,"Upright, Centered",25,0.552,Looking Down (Notes) > 20%,5,0.457,"Used gestures (e.g., open_palm)",25,0.976,"Engaged (e.g., smile, neutral)",20,0.811,75
frame_00037_person.png,11.728,False,0,0.713,742,215,690,865,"Upright, Centered",25,0.533,Looking Down (Notes) > 20%,5,0.435,"Used gestures (e.g., open_palm)",25,0.903,"Engaged (e.g., smile, neutral)",20,0.916,75
frame_00038_person.png,12.045,False,0,0.716,749,216,656,864,Leaning (Left/Right),15,0.472,Eye Contact (Camera) 50-80%,20,0.71,"Used gestures (e.g., open_palm)",25,0.556,"Engaged (e.g., smile, neutral)",20,0.563,80
frame_00039_person.png,12.362,False,0,0.717,754,217,637,863,"Upright, Centered",25,0.477,Eye Contact (Camera) 50-80%,20,0.661,"No gestures (e.g., hands in pockets)",10,0.628,"Disengaged (e.g., frown)",5,0.527,60
frame_00040_person.png,12.679,False,0,0.717,758,217,601,863,"Upright, Centered",25,0.583,Eye Contact (Camera) 50-80%,20,0.481,"No gestures (e.g., hands in pockets)",10,0.507,"Engaged (e.g., smile, neutral)",20,0.846,75
frame_00041_person.png,12.996,False,0,0.719,757,220,596,860,Leaning (Left/Right),15,0.476,Eye Contact (Camera) 50-80%,20,0.491,"No gestures (e.g., hands in pockets)",10,0.644,"Engaged (e.g., smile, neutral)",20,0.679,65
frame_00042_person.png,13.313,False,0,0.665,651,392,423,688,Leaning (Left/Right),15,0.731,Eye Contact (Camera) 50-80%,20,0.773,"No gestures (e.g., hands in pockets)",10,0.961,"Disengaged (e.g., frown)",5,0.828,50
frame_00043_person.png,13.63,False,0,0.606,589,845,389,235,Leaning (Left/Right),15,0.594,Eye Contact (Camera) 50-80%,20,0.467,"No gestures (e.g., hands in pockets)",10,0.837,"Engaged (e.g., smile, neutral)",20,0.536,65
frame_00044_person.png,13.947,False,0,0.573,611,624,354,456,Leaning (Left/Right),15,0.836,Eye Contact (Camera) 50-80%,20,0.792,"No gestures (e.g., hands in pockets)",10,0.803,"Disengaged (e.g., frown)",5,0.792,50
frame_00045_person.png,14.264,False,0,0.554,329,792,447,288,Slouched,10,0.447,Looking Down (Notes) > 20%,5,0.719,"No gestures (e.g., hands in pockets)",10,0.811,"Disengaged (e.g., frown)",5,0.658,30
frame_00046_person.png,14.581,False,0,0.53,376,901,366,179,Leaning (Left/Right),15,0.494,Looking Down (Notes) > 20%,5,0.781,"No gestures (e.g., hands in pockets)",10,0.977,"Engaged (e.g., smile, neutral)",20,0.63,50
frame_00047_person.png,14.898,False,0,0.518,248,802,381,278,Leaning (Left/Right),15,0.439,Eye Contact (Camera) 50-80%,20,0.518,"No gestures (e.g., hands in pockets)",10,0.885,"Engaged (e.g., smile, neutral)",20,0.584,65
frame_00048_person.png,15.215,False,0,0.515,169,793,423,287,Leaning (Left/Right),15,0.386,Eye Contact (Camera) 50-80%,20,0.701,"Used gestures (e.g., open_palm)",25,0.544,"Engaged (e.g., smile, neutral)",20,0.657,80
frame_00049_person.png,15.532,False,0,0.506,211,778,404,302,Slouched,10,0.353,Eye Contact (Camera) 50-80%,20,0.497,"No gestures (e.g., hands in pockets)",10,0.566,"Engaged (e.g., smile, neutral)",20,0.613,60
frame_00050.png,15.849,True,,,,,,,,,,,,,,,,,,,
frame_00051.png,16.166,True,,,,,,,,,,,,,,,,,,,
frame_00052.png,16.483,True,,,,,,,,,,,,,,,,,,,
frame_00053_person.png,16.8,False,0,0.521,442,218,1065,862,"Upright, Centered",25,0.639,Looking Down (Notes) > 20%,5,0.614,"No gestures (e.g., hands in pockets)",10,0.565,"Engaged (e.g., smile, neutral)",20,0.935,60
frame_00054_person.png,17.117,False,0,0.546,447,213,1127,867,"Upright, Centered",25,0.689,Looking Down (Notes) > 20%,5,0.54,"Used gestures (e.g., open_palm)",25,0.596,"Engaged (e.g., smile, neutral)",20,0.962,75
frame_00055_person.png,17.434,False,0,0.568,450,215,1124,865,"Upright, Centered",25,0.684,Looking Down (Notes) > 20%,5,0.53,"Used gestures (e.g., open_palm)",25,0.554,"Engaged (e.g., smile, neutral)",20,0.935,75
frame_00056_person.png,17.751,False,0,0.586,635,211,788,869,"Upright, Centered",25,0.574,Looking Down (Notes) > 20%,5,0.603,"Used gestures (e.g., open_palm)",25,0.975,"Engaged (e.g., smile, neutral)",20,0.911,75
frame_00057_person.png,18.068,False,0,0.604,731,218,665,862,"Upright, Centered",25,0.614,Eye Contact (Camera) 50-80%,20,0.448,"Used gestures (e.g., open_palm)",25,0.921,"Engaged (e.g., smile, neutral)",20,0.914,90
frame_00058_person.png,18.385,False,0,0.62,719,217,694,863,"Upright, Centered",25,0.586,Eye Contact (Camera) 50-80%,20,0.47,"Used gestures (e.g., open_palm)",25,0.824,"Engaged (e.g., smile, neutral)",20,0.962,90
frame_00059_person.png,18.702,False,0,0.634,742,219,716,861,"Upright, Centered",25,0.489,Eye Contact (Camera) 50-80%,20,0.42,"Used gestures (e.g., open_palm)",25,0.938,"Engaged (e.g., smile, neutral)",20,0.88,90
frame_00060_person.png,19.019,False,0,0.646,742,220,707,860,"Upright, Centered",25,0.553,Looking Down (Notes) > 20%,5,0.43,"Used gestures (e.g., open_palm)",25,0.884,"Engaged (e.g., smile, neutral)",20,0.931,75
frame_00061_person.png,19.336,False,0,0.657,743,222,699,858,"Upright, Centered",25,0.515,Eye Contact (Camera) 50-80%,20,0.402,"Used gestures (e.g., open_palm)",25,0.943,"Engaged (e.g., smile, neutral)",20,0.938,90
frame_00062_person.png,19.653,False,0,0.667,512,220,1107,860,"Upright, Centered",25,0.725,Looking Down (Notes) > 20%,5,0.42,"Used gestures (e.g., open_palm)",25,0.683,"Engaged (e.g., smile, neutral)",20,0.963,75
frame_00063_person.png,19.97,False,0,0.65,904,232,427,848,Leaning (Left/Right),15,0.824,Eye Contact (Camera) 50-80%,20,0.622,"No gestures (e.g., hands in pockets)",10,0.831,"Engaged (e.g., smile, neutral)",20,0.586,65
frame_00064_person.png,20.287,False,0,0.63,711,551,340,529,Leaning (Left/Right),15,0.667,Eye Contact (Camera) > 80%,30,0.506,"Used gestures (e.g., open_palm)",25,0.656,"Engaged (e.g., smile, neutral)",20,0.91,90
frame_00065_person.png,20.604,False,0,0.615,550,580,421,500,Leaning (Left/Right),15,0.757,Eye Contact (Camera) 50-80%,20,0.494,"No gestures (e.g., hands in pockets)",10,0.918,"Engaged (e.g., smile, neutral)",20,0.925,65
frame_00066_person.png,20.921,False,0,0.629,690,231,607,849,Leaning (Left/Right),15,0.444,Looking Down (Notes) > 20%,5,0.549,"Used gestures (e.g., open_palm)",25,0.901,"Engaged (e.g., smile, neutral)",20,0.747,65
frame_00067_person.png,21.238,False,0,0.64,705,213,623,867,Leaning (Left/Right),15,0.516,Eye Contact (Camera) 50-80%,20,0.583,"No gestures (e.g., hands in pockets)",10,0.703,"Disengaged (e.g., frown)",5,0.547,50
frame_00068_person.png,21.555,False,0,0.646,707,212,590,868,Leaning (Left/Right),15,0.471,Eye Contact (Camera) 50-80%,20,0.582,"No gestures (e.g., hands in pockets)",10,0.559,"Engaged (e.g., smile, neutral)",20,0.634,65
frame_00069_person.png,21.872,False,0,0.647,708,214,578,866,Leaning (Left/Right),15,0.446,Eye Contact (Camera) 50-80%,20,0.509,"Used gestures (e.g., open_palm)",25,0.615,"Engaged (e.g., smile, neutral)",20,0.748,80
frame_00070_person.png,22.189,False,0,0.642,711,212,557,868,Leaning (Left/Right),15,0.54,Looking Down (Notes) > 20%,5,0.452,"Used gestures (e.g., open_palm)",25,0.967,"Engaged (e.g., smile, neutral)",20,0.856,65
frame_00071_person.png,22.506,False,0,0.65,721,208,582,872,Leaning (Left/Right),15,0.637,Looking Down (Notes) > 20%,5,0.478,"Used gestures (e.g., open_palm)",25,0.954,"Engaged (e.g., smile, neutral)",20,0.815,65
frame_00072_person.png,22.823,False,0,0.658,761,212,602,868,"Upright, Centered",25,0.459,Looking Down (Notes) > 20%,5,0.621,"Used gestures (e.g., open_palm)",25,0.926,"Engaged (e.g., smile, neutral)",20,0.842,75
frame_00073_person.png,23.14,False,0,0.665,835,211,627,869,Leaning (Left/Right),15,0.455,Looking Down (Notes) > 20%,5,0.436,"Used gestures (e.g., open_palm)",25,0.867,"Engaged (e.g., smile, neutral)",20,0.862,65
frame_00074_person.png,23.457,False,0,0.672,838,208,749,872,Leaning (Left/Right),15,0.511,Eye Contact (Camera) 50-80%,20,0.533,"Used gestures (e.g., open_palm)",25,0.862,"Engaged (e.g., smile, neutral)",20,0.677,80
frame_00075_person.png,23.774,False,0,0.676,828,155,781,925,"Upright, Centered",25,0.462,Looking Down (Notes) > 20%,5,0.466,"Used gestures (e.g., open_palm)",25,0.912,"Engaged (e.g., smile, neutral)",20,0.707,75
frame_00076_person.png,24.091,False,0,0.682,817,194,767,886,"Upright, Centered",25,0.492,Looking Down (Notes) > 20%,5,0.65,"Used gestures (e.g., open_palm)",25,0.972,"Engaged (e.g., smile, neutral)",20,0.77,75
frame_00077_person.png,24.408,False,0,0.688,778,206,750,874,"Upright, Centered",25,0.55,Looking Down (Notes) > 20%,5,0.607,"Used gestures (e.g., open_palm)",25,0.968,"Engaged (e.g., smile, neutral)",20,0.861,75
frame_00078_person.png,24.725,False,0,0.695,770,217,619,863,"Upright, Centered",25,0.497,Looking Down (Notes) > 20%,5,0.436,"Used gestures (e.g., open_palm)",25,0.881,"Engaged (e.g., smile, neutral)",20,0.951,75
frame_00079_person.png,25.042,False,0,0.697,747,217,616,863,"Upright, Centered",25,0.539,Looking Down (Notes) > 20%,5,0.601,"Used gestures (e.g., open_palm)",25,0.928,"Engaged (e.g., smile, neutral)",20,0.956,75
frame_00080_person.png,25.359,False,0,0.702,726,218,490,862,Leaning (Left/Right),15,0.511,Eye Contact (Camera) 50-80%,20,0.707,"No gestures (e.g., hands in pockets)",10,0.725,"Disengaged (e.g., frown)",5,0.585,50
frame_00081_person.png,25.676,False,0,0.698,696,219,494,861,Leaning (Left/Right),15,0.53,Eye Contact (Camera) 50-80%,20,0.54,"No gestures (e.g., hands in pockets)",10,0.62,"Engaged (e.g., smile, neutral)",20,0.538,65
frame_00082_person.png,25.993,False,0,0.702,675,216,547,864,Leaning (Left/Right),15,0.496,Eye Contact (Camera) 50-80%,20,0.515,"No gestures (e.g., hands in pockets)",10,0.563,"Engaged (e.g., smile, neutral)",20,0.608,65
frame_00083_person.png,26.31,False,0,0.695,660,214,490,866,Leaning (Left/Right),15,0.477,Eye Contact (Camera) 50-80%,20,0.727,"No gestures (e.g., hands in pockets)",10,0.612,"Disengaged (e.g., frown)",5,0.53,50
frame_00084_person.png,26.627,False,0,0.683,664,212,428,868,Leaning (Left/Right),15,0.604,Eye Contact (Camera) 50-80%,20,0.519,"No gestures (e.g., hands in pockets)",10,0.591,"Disengaged (e.g., frown)",5,0.513,50
frame_00085_person.png,26.944,False,0,0.673,669,206,418,874,Leaning (Left/Right),15,0.611,Eye Contact (Camera) 50-80%,20,0.811,"No gestures (e.g., hands in pockets)",10,0.86,"Disengaged (e.g., frown)",5,0.702,50
frame_00086_person.png,27.261,False,0,0.678,648,200,514,880,Leaning (Left/Right),15,0.563,Eye Contact (Camera) 50-80%,20,0.507,"Used gestures (e.g., open_palm)",25,0.707,"Engaged (e.g., smile, neutral)",20,0.53,80
frame_00087_person.png,27.578,False,0,0.681,638,195,572,885,Leaning (Left/Right),15,0.5,Looking Down (Notes) > 20%,5,0.52,"Used gestures (e.g., open_palm)",25,0.89,"Engaged (e.g., smile, neutral)",20,0.753,65
frame_00088_person.png,27.895,False,0,0.682,639,191,614,889,Leaning (Left/Right),15,0.442,Looking Down (Notes) > 20%,5,0.445,"Used gestures (e.g., open_palm)",25,0.743,"Engaged (e.g., smile, neutral)",20,0.703,65
frame_00089_person.png,28.212,False,0,0.677,641,187,520,893,Leaning (Left/Right),15,0.538,Eye Contact (Camera) 50-80%,20,0.616,"Used gestures (e.g., open_palm)",25,0.651,"Disengaged (e.g., frown)",5,0.589,65
frame_00090_person.png,28.529,False,0,0.67,638,189,437,891,Leaning (Left/Right),15,0.59,Eye Contact (Camera) 50-80%,20,0.559,"No gestures (e.g., hands in pockets)",10,0.555,"Engaged (e.g., smile, neutral)",20,0.584,65
frame_00091_person.png,28.845,False,0,0.666,641,191,461,889,Leaning (Left/Right),15,0.581,Eye Contact (Camera) 50-80%,20,0.644,"Used gestures (e.g., open_palm)",25,0.649,"Engaged (e.g., smile, neutral)",20,0.577,80
frame_00092_person.png,29.162,False,0,0.66,692,194,432,886,Leaning (Left/Right),15,0.587,Eye Contact (Camera) 50-80%,20,0.657,"No gestures (e.g., hands in pockets)",10,0.606,"Disengaged (e.g., frown)",5,0.58,50
frame_00093_person.png,29.479,False,0,0.668,711,197,472,883,Leaning (Left/Right),15,0.537,Eye Contact (Camera) 50-80%,20,0.669,"Used gestures (e.g., open_palm)",25,0.566,"Engaged (e.g., smile, neutral)",20,0.581,80
frame_00094_person.png,29.796,False,0,0.675,711,197,540,883,Leaning (Left/Right),15,0.638,Looking Down (Notes) > 20%,5,0.57,"Used gestures (e.g., open_palm)",25,0.871,"Engaged (e.g., smile, neutral)",20,0.862,65
frame_00095_person.png,30.113,False,0,0.684,721,201,547,879,Leaning (Left/Right),15,0.549,Looking Down (Notes) > 20%,5,0.579,"Used gestures (e.g., open_palm)",25,0.857,"Engaged (e.g., smile, neutral)",20,0.855,65
frame_00096_person.png,30.43,False,0,0.689,721,206,550,874,Leaning (Left/Right),15,0.451,Looking Down (Notes) > 20%,5,0.416,"Used gestures (e.g., open_palm)",25,0.553,"Engaged (e.g., smile, neutral)",20,0.735,65
frame_00097_person.png,30.747,False,0,0.69,718,205,521,875,Leaning (Left/Right),15,0.597,Eye Contact (Camera) 50-80%,20,0.512,"Used gestures (e.g., open_palm)",25,0.655,"Engaged (e.g., smile, neutral)",20,0.708,80
frame_00098_person.png,31.064,False,0,0.697,716,203,659,877,"Upright, Centered",25,0.511,Looking Down (Notes) > 20%,5,0.479,"Used gestures (e.g., open_palm)",25,0.858,"Engaged (e.g., smile, neutral)",20,0.883,75
frame_00099_person.png,31.381,False,0,0.702,722,202,681,878,"Upright, Centered",25,0.451,Looking Down (Notes) > 20%,5,0.608,"Used gestures (e.g., open_palm)",25,0.893,"Engaged (e.g., smile, neutral)",20,0.904,75
frame_00100_person.png,31.698,False,0,0.706,725,204,657,876,Leaning (Left/Right),15,0.477,Looking Down (Notes) > 20%,5,0.623,"Used gestures (e.g., open_palm)",25,0.875,"Engaged (e.g., smile, neutral)",20,0.908,65
frame_00101_person.png,32.015,False,0,0.711,732,204,636,876,"Upright, Centered",25,0.468,Looking Down (Notes) > 20%,5,0.486,"Used gestures (e.g., open_palm)",25,0.927,"Engaged (e.g., smile, neutral)",20,0.935,75
frame_00102_person.png,32.332,False,0,0.715,730,204,701,876,Leaning (Left/Right),15,0.452,Looking Down (Notes) > 20%,5,0.596,"Used gestures (e.g., open_palm)",25,0.848,"Engaged (e.g., smile, neutral)",20,0.843,65
frame_00103_person.png,32.649,False,0,0.718,726,206,743,874,"Upright, Centered",25,0.453,Looking Down (Notes) > 20%,5,0.624,"Used gestures (e.g., open_palm)",25,0.907,"Engaged (e.g., smile, neutral)",20,0.905,75
frame_00104_person.png,32.966,False,0,0.721,741,208,709,872,Leaning (Left/Right),15,0.51,Looking Down (Notes) > 20%,5,0.534,"Used gestures (e.g., open_palm)",25,0.77,"Engaged (e.g., smile, neutral)",20,0.755,65
frame_00105_person.png,33.283,False,0,0.722,780,211,568,869,Leaning (Left/Right),15,0.499,Looking Down (Notes) > 20%,5,0.657,"Used gestures (e.g., open_palm)",25,0.949,"Engaged (e.g., smile, neutral)",20,0.909,65
frame_00106_person.png,33.6,False,0,0.724,770,212,579,868,Leaning (Left/Right),15,0.477,Looking Down (Notes) > 20%,5,0.504,"Used gestures (e.g., open_palm)",25,0.604,"Engaged (e.g., smile, neutral)",20,0.763,65
frame_00107_person.png,33.917,False,0,0.722,763,213,544,867,Leaning (Left/Right),15,0.503,Looking Down (Notes) > 20%,5,0.509,"Used gestures (e.g., open_palm)",25,0.644,"Engaged (e.g., smile, neutral)",20,0.734,65
frame_00108_person.png,34.234,False,0,0.722,760,213,539,867,Leaning (Left/Right),15,0.483,Eye Contact (Camera) 50-80%,20,0.44,"No gestures (e.g., hands in pockets)",10,0.594,"Engaged (e.g., smile, neutral)",20,0.647,65
frame_00109_person.png,34.551,False,0,0.722,760,212,529,868,Leaning (Left/Right),15,0.483,Eye Contact (Camera) 50-80%,20,0.507,"Used gestures (e.g., open_palm)",25,0.584,"Engaged (e.g., smile, neutral)",20,0.725,80
frame_00110_person.png,34.868,False,0,0.723,762,209,526,871,Leaning (Left/Right),15,0.516,Eye Contact (Camera) 50-80%,20,0.548,"No gestures (e.g., hands in pockets)",10,0.573,"Engaged (e.g., smile, neutral)",20,0.58,65
frame_00111_person.png,35.185,False,0,0.726,778,202,529,878,Leaning (Left/Right),15,0.579,Looking Down (Notes) > 20%,5,0.629,"Used gestures (e.g., open_palm)",25,0.872,"Engaged (e.g., smile, neutral)",20,0.819,65
frame_00112_person.png,35.502,False,0,0.729,760,199,605,881,Leaning (Left/Right),15,0.691,Looking Down (Notes) > 20%,5,0.682,"Used gestures (e.g., open_palm)",25,0.628,"Engaged (e.g., smile, neutral)",20,0.514,65
frame_00113_person.png,35.819,False,0,0.733,681,198,647,882,Leaning (Left/Right),15,0.451,Looking Down (Notes) > 20%,5,0.586,"Used gestures (e.g., open_palm)",25,0.587,"Engaged (e.g., smile, neutral)",20,0.699,65
frame_00114_person.png,36.136,False,0,0.735,667,192,594,888,Leaning (Left/Right),15,0.626,Looking Down (Notes) > 20%,5,0.506,"Used gestures (e.g., open_palm)",25,0.839,"Engaged (e.g., smile, neutral)",20,0.742,65
frame_00115_person.png,36.453,False,0,0.732,717,190,483,890,Leaning (Left/Right),15,0.678,Eye Contact (Camera) 50-80%,20,0.399,"Used gestures (e.g., open_palm)",25,0.926,"Engaged (e.g., smile, neutral)",20,0.796,80
frame_00116_person.png,36.77,False,0,0.732,667,191,622,889,Leaning (Left/Right),15,0.552,Looking Down (Notes) > 20%,5,0.571,"Used gestures (e.g., open_palm)",25,0.66,"Engaged (e.g., smile, neutral)",20,0.648,65
frame_00117_person.png,37.087,False,0,0.735,683,191,631,889,Leaning (Left/Right),15,0.497,Looking Down (Notes) > 20%,5,0.595,"Used gestures (e.g., open_palm)",25,0.746,"Engaged (e.g., smile, neutral)",20,0.806,65
frame_00118_person.png,37.404,False,0,0.735,712,196,642,884,"Upright, Centered",25,0.529,Looking Down (Notes) > 20%,5,0.485,"Used gestures (e.g., open_palm)",25,0.763,"Engaged (e.g., smile, neutral)",20,0.866,75
frame_00119_person.png,37.721,False,0,0.735,585,196,615,884,Leaning (Left/Right),15,0.573,Eye Contact (Camera) 50-80%,20,0.642,"Used gestures (e.g., open_palm)",25,0.869,"Engaged (e.g., smile, neutral)",20,0.547,80
frame_00120_person.png,38.038,False,0,0.726,597,196,563,884,Leaning (Left/Right),15,0.486,Eye Contact (Camera) 50-80%,20,0.545,"Used gestures (e.g., open_palm)",25,0.549,"Engaged (e.g., smile, neutral)",20,0.624,80
frame_00121_person.png,38.355,False,0,0.727,656,204,530,876,Leaning (Left/Right),15,0.558,Eye Contact (Camera) 50-80%,20,0.523,"Used gestures (e.g., open_palm)",25,0.556,"Engaged (e.g., smile, neutral)",20,0.544,80
frame_00122_person.png,38.672,False,0,0.729,688,204,552,876,Leaning (Left/Right),15,0.496,Eye Contact (Camera) 50-80%,20,0.489,"Used gestures (e.g., open_palm)",25,0.577,"Engaged (e.g., smile, neutral)",20,0.574,80
frame_00123_person.png,38.989,False,0,0.731,674,202,609,878,"Upright, Centered",25,0.555,Looking Down (Notes) > 20%,5,0.414,"Used gestures (e.g., open_palm)",25,0.768,"Engaged (e.g., smile, neutral)",20,0.643,75
frame_00124_person.png,39.306,False,0,0.734,435,199,1083,881,Leaning (Left/Right),15,0.419,Looking Down (Notes) > 20%,5,0.504,"Used gestures (e.g., open_palm)",25,0.512,"Disengaged (e.g., frown)",5,0.621,50
frame_00125_person.png,39.623,False,0,0.737,247,196,1329,884,"Upright, Centered",25,0.56,Looking Down (Notes) > 20%,5,0.503,"Used gestures (e.g., open_palm)",25,0.506,"Engaged (e.g., smile, neutral)",20,0.644,75
frame_00126_person.png,39.94,False,0,0.737,303,196,896,884,Leaning (Left/Right),15,0.451,Looking Down (Notes) > 20%,5,0.519,"Used gestures (e.g., open_palm)",25,0.565,"Engaged (e.g., smile, neutral)",20,0.772,65
frame_00127_person.png,40.257,False,0,0.737,603,196,618,884,"Upright, Centered",25,0.478,Eye Contact (Camera) 50-80%,20,0.467,"Used gestures (e.g., open_palm)",25,0.513,"Engaged (e.g., smile, neutral)",20,0.584,90
frame_00128_person.png,40.574,False,0,0.738,689,196,541,884,Leaning (Left/Right),15,0.516,Eye Contact (Camera) 50-80%,20,0.53,"Used gestures (e.g., open_palm)",25,0.706,"Engaged (e.g., smile, neutral)",20,0.697,80
frame_00129_person.png,40.891,False,0,0.74,697,196,535,884,Leaning (Left/Right),15,0.592,Looking Down (Notes) > 20%,5,0.539,"Used gestures (e.g., open_palm)",25,0.776,"Engaged (e.g., smile, neutral)",20,0.815,65
frame_00130_person.png,41.208,False,0,0.74,696,198,540,882,Leaning (Left/Right),15,0.51,Looking Down (Notes) > 20%,5,0.482,"Used gestures (e.g., open_palm)",25,0.584,"Engaged (e.g., smile, neutral)",20,0.673,65
frame_00131_person.png,41.525,False,0,0.739,696,206,587,874,Leaning (Left/Right),15,0.439,Eye Contact (Camera) 50-80%,20,0.585,"No gestures (e.g., hands in pockets)",10,0.629,"Engaged (e.g., smile, neutral)",20,0.569,65
